kind	identity	abi_version	trusted_data	untrusted_data	validation_before_effect	capability	result_or_commit	failure_status	implementation_binding	producer_or_caller	source_site	success_witness	malformed_witness
callback	type-slice	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	type-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-slice	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-slice	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-ref	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	type-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-ref	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-ref	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-tuple	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+argument-range+typed-arena-handle	type-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-tuple	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-tuple	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	operand-expr-string-value	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-operand-expr-string-value	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-operand-expr-string-value	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-string-value	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-string-value	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-string-value	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	operand-expr-string?	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range	session-value-stack	direct-i64-predicate;no-result-commit	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-operand-expr-string?	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-operand-expr-string?	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	operand-expr-int?	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range	session-value-stack	direct-i64-predicate;no-result-commit	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-operand-expr-int?	generic-loader-import-admission	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-operand-expr-int?	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	operand-expr-int-value	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-operand-expr-int-value	generic-loader-import-admission	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-operand-expr-int-value	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-expr-list-length	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range+typed-arena-handle	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-expr-list-length	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-expr-list-length	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-expr-list-nth	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range+typed-arena-handle	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-expr-list-nth	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-expr-list-nth	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-expr-string?	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	session-value-stack	direct-i64-predicate;no-result-commit	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-expr-string?	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-expr-string?	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-expr-int?	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	session-value-stack	direct-i64-predicate;no-result-commit	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-expr-int?	generic-loader-import-admission	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-expr-int?	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-expr-int-value	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-expr-int-value	generic-loader-import-admission	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-expr-int-value	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-expr-var?	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	session-value-stack	direct-i64-predicate;no-result-commit	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-expr-var?	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-expr-var?	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-expr-var-name	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-expr-var-name	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-expr-var-name	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-expr-begin?	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	session-value-stack	direct-i64-predicate;no-result-commit	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-expr-begin?	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-expr-begin?	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-expr-begin-items	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range+typed-arena-handle	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-expr-begin-items	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-expr-begin-items	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-bool-value	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range+typed-arena-handle	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-bool-value	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-bool-value	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	value-bool	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range+typed-arena-handle	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-value-bool	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-value-bool	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	value-i64	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+typed-arena-handle	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-value-i64	native-producer-direct-count=2	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-value-i64	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	value-unit	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+typed-arena-handle	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-value-unit	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-value-unit	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	value-select	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-value-select	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-value-select	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	int->string	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	string-transform	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-int->string	native-producer-direct-count=2	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-int->string	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	operand-expr-var?	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range	session-value-stack	direct-i64-predicate;no-result-commit	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-operand-expr-var?	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-operand-expr-var?	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	operand-expr-var-name	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-operand-expr-var-name	native-producer-direct-count=2	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-operand-expr-var-name	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-string-length	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-string-length	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-string-length	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-string-ref	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-string-ref	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-string-ref	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	local-string-slice	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-local-string-slice	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-local-string-slice	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-string-from-value	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-string-from-value	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-string-from-value	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-int-from-data	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-int-from-data	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-int-from-data	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-resource-scope	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-resource-scope	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-resource-scope	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-let-scope	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-let-scope	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-let-scope	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-shared-let-scope	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-shared-let-scope	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-shared-let-scope	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-for-owned	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-for-owned	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-for-owned	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-set-var	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+argument-range+pointer-length+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-set-var	native-producer-direct-count=2	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-set-var	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-not	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-not	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-not	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-while	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-while	native-producer-direct-count=2	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-while	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	let-binding-typed	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+argument-range+pointer-length+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-let-binding-typed	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-let-binding-typed	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-kind	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	reflection-read	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-kind	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-kind	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-list-fold-if	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+argument-range+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-list-fold-if	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-list-fold-if	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-clause-list-fold-if	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+argument-range+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-clause-list-fold-if	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-clause-list-fold-if	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	commit-result	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds	result-commit	value-stack->session-result-slot-once	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-commit-result	generic-loader-import-admission	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-commit-result	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
